,name,street,city,state,zip,phone,reviews,rating,priceRange,Latitude,Longitude,County,Country,twitter_sentiment
851,Pan Am Family Restaurant and Pizza,3051 Nutley St,Fairfax,VA,22037,(703) 560-9322,135.0,4.0,20.0,38.870951,-77.261298,Fairfax County,US,[0.0]
852,Stanton and Greene,319 Pennsylvania Ave SE,Washington,DC,20003,(202) 525-3325,63.0,3.5,20.0,38.886488,-77.001368,District of Columbia,US,[0.0]
853,Manchester Bagel,7001k Manchester Blvd,Alexandria,VA,22310,(703) 313-0708,68.0,4.0,10.0,38.76659,-77.15452900000003,Fairfax County,US,[0.0]
854,Nick’s Riverside Grill,3050 K St NW,Washington,DC,20007,(202) 342-3535,262.0,2.5,20.0,38.901944,-77.060918,District of Columbia,US,[0.0]
855,Mad Fox Brewing Company,444 W Broad St,Falls Church,VA,22046,(703) 942-6840,801.0,3.5,20.0,38.886249,-77.176877,Falls Church city,US,[0.0]
856,Meridian Deli,Ronald Reagan Washington National Airport,Arlington,VA,22202,(703) 417-1975,23.0,1.5,10.0,38.854462,-77.059721,Arlington County,US,[0.0]
857,Meats & Foods,247 Florida Ave Nw,Washington,DC,20001,(202) 505-1384,66.0,4.5,10.0,38.913788,-77.015529,District of Columbia,US,[0.0]
858,Gallery Cafe,14291 Park Meadow Dr,Chantilly,VA,20151,(703) 263-9039,1.0,3.0,,38.872992,-77.441926,Fairfax County,US,[0.0]
859,Cafe Mozart,1331 H St NW,Washington,DC,20005,(202) 347-5732,362.0,4.0,20.0,38.90035200000001,-77.03070699999998,District of Columbia,US,[1.5909090909090908]
860,Saxbys Coffee,3500 O St NW,Washington,DC,20007,(202) 338-3777,97.0,3.5,10.0,38.907621,-77.069247,District of Columbia,US,[0.0]
861,DC Wisey’s,1440 Wisconsin Ave NW,Washington,DC,20007,(202) 333-4122,267.0,3.5,10.0,38.908643,-77.064171,District of Columbia,US,[0.0]
862,Barnside Diner,6306 Little River Tpke,Alexandria,VA,22312,(703) 256-3318,234.0,3.5,10.0,38.81921,-77.14540799999997,Fairfax County,US,[0.0]
863,Olivia Macaron,3222 M St NW,Washington,DC,20007,(202) 965-1000,269.0,4.0,20.0,38.904996,-77.06374,District of Columbia,US,[0.0]
864,Un Je Ne Sais Quoi,1361 Connecticut Ave NW,Washington,DC,20036,(202) 721-0099,169.0,4.5,10.0,38.908718,-77.042546,District of Columbia,US,[1.5909090909090908]
865,Cracker Barrel Old Country Store,1520 W Nursery Rd,Linthicum Heights,MD,21090,(410) 859-8724,159.0,3.0,10.0,39.20918,-76.67941400000002,Anne Arundel County,US,[0.0]
866,Dolcezza,1560 Wisconsin Ave NW,Washington,DC,20007,(202) 333-0933,304.0,4.0,20.0,38.91033,-77.06501800000002,District of Columbia,US,[0.0]
867,New Heights Restaurant,2317 Calvert St NW,Washington,DC,20008,(202) 234-4110,153.0,3.5,30.0,38.923714,-77.052246,District of Columbia,US,[0.0]
868,SUNdeVICH,1314 9th St NW,Washington,DC,20001,(202) 319-1086,455.0,4.0,20.0,38.907761,-77.024187,District of Columbia,US,[0.0]
869,La Madeleine Country French Cafe,11610 Old Georgetown Rd,Rockville,MD,20852,(240) 292-6056,41.0,3.5,10.0,39.047974,-77.119422,Montgomery County,US,[0.0]
870,AG Kitchen,931 Ellsworth Dr,Silver Spring,MD,20910,(301) 588-9400,277.0,3.0,20.0,38.995708,-77.02694699999998,Montgomery County,US,[0.0]
871,Black Market Bistro,4600 Waverly Ave,Garrett Park,MD,20896,(301) 933-3000,244.0,4.0,30.0,39.037812,-77.09421400000002,Montgomery County,US,[0.0]
872,Bob Evans Restaurant,8325 Benson Dr,Columbia,MD,21045,(410) 290-0004,53.0,3.0,10.0,39.186335,-76.800434,Howard County,US,[0.0]
873,Spring Mill Bread,701 8th St SE,Washington,DC,20003,(202) 547-9190,112.0,3.5,10.0,38.881107,-76.995243,District of Columbia,US,[0.0]
874,RFD Washington,810 7th St NW,Washington,DC,20001,(202) 289-2030,648.0,3.0,20.0,38.90031,-77.022217,District of Columbia,US,[0.0]
875,Bread & Water Co,1512 Belle View Blvd,Alexandria,VA,22307,(703) 768-0100,132.0,3.5,20.0,38.775579,-77.059475,Fairfax County,US,[0.0]
876,Ventnor Sports Cafe,2411 18th St NW,Washington,DC,20009,(202) 234-3070,171.0,4.0,20.0,38.920879,-77.041752,District of Columbia,US,[0.0]
877,Krispy Kreme Doughnuts,1350 Connecticut Ave NW,Washington,DC,20036,(202) 463-0414,169.0,3.5,10.0,38.908305,-77.043079,District of Columbia,US,[1.5909090909090908]
878,Foxfire Grill,6550 Little River Tpke,Alexandria,VA,22312,(703) 914-9280,128.0,3.5,20.0,38.823163,-77.160955,Fairfax County,US,[0.0]
879,Young’s Deli,9715 Medical Ctr Dr,Rockville,MD,20850,(301) 296-6350,2.0,5.0,20.0,39.089557,-77.184127,Montgomery County,US,[0.0]
880,Matchbox - Merrifield,2911 District Ave,Fairfax,VA,22031,(571) 395-4869,566.0,3.5,20.0,38.871668,-77.229702,Fairfax County,US,[0.0]
881,The Black Squirrel,2427 18th St NW,Washington,DC,20009,(202) 232-1011,288.0,3.5,20.0,38.92123400000001,-77.04190899999998,District of Columbia,US,[0.0]
882,Chef Geoff’s Tysons Corner,8045 Leesburg Pike,Vienna,VA,22182,(571) 282-6003,399.0,3.5,20.0,38.912955,-77.22403299999998,Fairfax County,US,[0.0]
883,Junction Bakery & Bistro,1508 Mt Vernon Ave,Alexandria,VA,22301,(703) 739-2424,74.0,3.0,20.0,38.64974,-77.136679,Fairfax County,US,[0.0]
884,Praline Bakery & Bistro,4611 Sangamore Rd,Bethesda,MD,20816,(301) 229-8180,107.0,3.5,20.0,38.948792,-77.118139,Montgomery County,US,[0.0]
885,Sugar Shack Donuts,804 N Henry St,Alexandria,VA,22314,(703) 577-9023,596.0,4.0,10.0,38.813653,-77.049802,Alexandria city,US,[0.0]
886,21M Lounge,2033 M St NW,Washington,DC,20036,(202) 530-3621,12.0,3.5,20.0,38.905905,-77.04628199999998,District of Columbia,US,[1.5909090909090908]
887,Le Chat Noir,4907 Wisconsin Ave NW,Washington,DC,20050,(202) 244-2044,209.0,3.5,20.0,38.953699,-77.081754,District of Columbia,US,[0.0]
888,Eatbar,415 8th St SE,Washington,DC,20003,(202) 847-4827,46.0,4.5,20.0,38.883189,-76.99524,District of Columbia,US,[0.0]
889,Praline Bakery & Bistro,4611 Sangamore Rd,Bethesda,MD,20816,(301) 229-8180,107.0,3.5,20.0,38.948792,-77.118139,Montgomery County,US,[0.0]
890,Sugar Shack Donuts,804 N Henry St,Alexandria,VA,22314,(703) 577-9023,596.0,4.0,10.0,38.813653,-77.049802,Alexandria city,US,[0.0]
891,21M Lounge,2033 M St NW,Washington,DC,20036,(202) 530-3621,12.0,3.5,20.0,38.905905,-77.04628199999998,District of Columbia,US,[1.5909090909090908]
892,Le Chat Noir,4907 Wisconsin Ave NW,Washington,DC,20050,(202) 244-2044,209.0,3.5,20.0,38.953699,-77.081754,District of Columbia,US,[0.0]
893,Eatbar,415 8th St SE,Washington,DC,20003,(202) 847-4827,46.0,4.5,20.0,38.883189,-76.99524,District of Columbia,US,[0.0]
894,Langston Bar & Grille,1831 Benning Rd NE,Washington,DC,20002,(202) 397-3637,165.0,2.5,20.0,38.89875900000001,-76.97684,District of Columbia,US,[0.0]
895,Porky’s Bodacious Bar-B-Que and Catering,18031 Central Park Cir,Boyds,MD,20841,(301) 804-0000,7.0,3.0,10.0,39.133944,-77.181265,Montgomery County,US,[0.0]
896,Westend Bistro,"1150 22nd Street, N.W.",Washington,DC,20037,(202) 835-0500,258.0,3.5,30.0,38.904518,-77.04907,District of Columbia,US,[1.5909090909090908]
897,Tenley Bar & Grill,4611 41st St NW,Washington,DC,20016,(202) 237-1783,58.0,3.5,20.0,38.950076,-77.079994,District of Columbia,US,[0.0]
898,Urban Cafe - It’s Delicious!,1225 I St NW,Washington,DC,20005,,2.0,3.0,,38.90165,-77.02916,District of Columbia,US,[1.5909090909090908]
899,Einstein Bros Bagels,19114 Montgomery Village Avenue,Montgomery Village,MD,20886,(301) 926-8509,18.0,3.0,10.0,39.170859,-77.204153,Montgomery County,US,[0.0]
900,Bob Evans Restaurant,21044 Frederick Rd,Germantown,MD,20876,(800) 939-2338,50.0,2.5,20.0,39.204345,-77.246313,Montgomery County,US,[0.0]
901,Bobby’s Burger Palace,2121 K Street,Washington,DC,20037,(202) 974-6260,567.0,3.5,20.0,38.898918,-77.05544599999998,District of Columbia,US,[0.0]
902,IHOP,13810 Braddock Rd,Centreville,VA,20121,(703) 815-1379,77.0,2.5,10.0,38.838245,-77.427591,Fairfax County,US,[0.0]
903,The Light Horse,715 King St,Alexandria,VA,22314,(703) 549-0533,258.0,3.5,20.0,38.805238,-77.04756400000002,Alexandria city,US,[0.0]
904,TAKODA Restaurant & Beer Garden,715 Florida Ave NW,Washington,DC,20001,(202) 525-1252,133.0,3.5,20.0,38.916749,-77.022564,District of Columbia,US,[0.0]
905,Bar-Cöde,1101 17th Street NW,Washington,DC,20036,(202) 780-3369,547.0,3.5,20.0,38.904048,-77.038129,District of Columbia,US,[1.5909090909090908]
906,Potbelly Sandwich Shop,22035 Dulles Retail Plz,Dulles,VA,20166,(571) 434-7710,36.0,3.5,10.0,39.00624000000001,-77.438836,Loudoun County,US,[0.0]
907,Spartan’s Family Restaurant,9542 Burke Rd,Burke,VA,22015,(703) 503-5800,239.0,4.0,20.0,38.79538,-77.272051,Fairfax County,US,[0.0]
908,Silver Diner,7062 Elm Rd,Baltimore,MD,21240,(410) 694-0990,238.0,3.5,20.0,39.18408,-76.671518,Anne Arundel County,US,[0.0]
909,Jae’s Deli,7085 Samuel Morse Dr,Columbia,MD,21046,(443) 285-0911,25.0,3.5,10.0,39.169029,-76.811432,Howard County,US,[0.0]
910,Denny’s,13775 Jeff Davis Hwy,Woodbridge,VA,22191,(703) 494-7788,22.0,2.5,10.0,38.625541,-77.271644,Prince William County,US,[0.0]
911,Morrison-Clark Restaurant,1011 L St NW,Washington,DC,20001,(202) 898-1200,21.0,4.0,20.0,38.904465,-77.0265,District of Columbia,US,[1.5909090909090908]
912,Olympians Family Restaurant,6432 Landsdowne Ctr,Alexandria,VA,22315,(703) 550-5003,134.0,4.0,20.0,38.740214,-77.165386,Fairfax County,US,[0.0]
913,Milano’s Family Restaurant,6230 Rolling Rd,Springfield,VA,22152,(703) 569-7550,44.0,4.0,20.0,38.78113,-77.235091,Fairfax County,US,[0.0]
914,Grand Central,2447 18th St NW,Washington,DC,20009,(202) 986-1742,186.0,3.0,20.0,38.921749,-77.042056,District of Columbia,US,[0.0]
915,American City Diner,5532 Connecticut Ave,Washington,DC,20015,(202) 244-1949,176.0,2.5,20.0,38.96417,-77.075452,District of Columbia,US,[0.0]
916,Essy’s Carriage House,4030 Lee Hwy,Arlington,VA,22207,(703) 525-7899,41.0,4.0,20.0,38.907416,-77.122344,Arlington County,US,[0.0]
917,Crepes On The Walk,701 7th St NW,Washington,DC,20001,(202) 393-4910,156.0,4.0,10.0,38.898791,-77.021069,District of Columbia,US,[0.0]
918,CRISP Kitchen + Bar,1837 1st St NW,Washington,DC,20001,(202) 853-9115,112.0,3.5,20.0,38.915362,-77.011935,District of Columbia,US,[0.0]
919,Bilbo Baggins,208 Queen St,Alexandria,VA,22314,(703) 683-0300,453.0,3.0,20.0,38.806578,-77.04134499999998,Alexandria city,US,[0.0]
920,IHOP,20009 Century Blvd,Germantown,MD,20874,(301) 528-9903,49.0,2.0,20.0,39.187048,-77.260284,Montgomery County,US,[0.0]
921,Courthaus Social,2300 Clarendon Blvd,Arlington,VA,22201,(703) 243-4900,146.0,3.5,20.0,38.890026,-77.086673,Arlington County,US,[0.0]
922,Cafe Sazon,4704 Columbia Pike,Arlington,VA,22204,(703) 566-1686,60.0,4.5,10.0,38.856641,-77.107831,Arlington County,US,[0.0]
923,Franklin’s,5121 Baltimore Ave,Hyattsville,MD,20781,(301) 927-2740,476.0,4.0,20.0,38.952247,-76.940124,Prince George's County,US,[0.0]
924,BagelTowne Deli,9749 Traville Gateway Dr,Rockville,MD,20850,(301) 279-7035,70.0,3.5,10.0,39.081585,-77.23578,Montgomery County,US,[0.0]
925,Barley Mac,1600 Wilson Boulevard,Arlington,VA,22209,(703) 372-9494,185.0,4.0,20.0,38.894101,-77.077137,Arlington County,US,[0.0]
926,More Than Java Cafe’,358 Main St,Laurel,MD,20707,(301) 490-3200,88.0,4.5,10.0,39.104594,-76.84572299999998,Prince George's County,US,[0.0]
927,Tony & Joe’s Seafood Place,3000 K St NW,Washington,DC,20007,(202) 944-4545,292.0,3.0,30.0,38.910369,-77.05939000000002,District of Columbia,US,[0.0]
928,Kilroy’s,5250 Port Royal Rd,Springfield,VA,22151,(703) 321-7733,143.0,3.0,20.0,38.809563,-77.222341,Fairfax County,US,[0.0]
929,The Cheesecake Factory,5345 Wisconsin Avenue NW,Washington,DC,20015,(202) 364-0500,250.0,3.0,20.0,38.960611,-77.085018,District of Columbia,US,[0.0]
930,Clyde’s of Tysons Corner,8332 Leesburg Pike,Vienna,VA,22182,(703) 734-1901,287.0,3.5,20.0,38.920884,-77.231117,Fairfax County,US,[0.0]
931,Paul,1000 Connecticut Ave NW,Washington,DC,20036,(202) 524-4860,105.0,2.5,20.0,38.902853,-77.04000500000002,District of Columbia,US,[1.5909090909090908]
932,Seasons Restaurant,Radisson Blu Sky Hotel,Tallinn,MD,20772,(372) 682-3000,,,,38.816171,-76.78609300000002,Prince George's County,US,[0.0]
933,The Front Page,4201 Wilson Blvd,Arlington,VA,22203,(703) 248-9990,214.0,2.5,20.0,38.880474,-77.111013,Arlington County,US,[0.0]
934,Pitango Gelato,413 7th St NW,Washington,DC,20004,(202) 885-9607,638.0,4.0,20.0,38.895206,-77.021662,District of Columbia,US,[0.0]
935,The Oceanaire Seafood Room,1201 F St NW,Washington,DC,20004,(202) 347-2277,442.0,3.5,30.0,38.897657,-77.028521,District of Columbia,US,[1.5909090909090908]
936,Bob Evans,14490 Smoketown Rd,Woodbridge,VA,22192,(703) 491-7633,58.0,2.5,10.0,38.63815,-77.298863,Prince William County,US,[0.0]
937,Mason Social,728 N Henry St,Alexandria,VA,22314,(703) 548-8800,209.0,3.5,20.0,38.813462,-77.049825,Alexandria city,US,[0.0]
938,Jack Rose Dining Saloon,2007 18th St NW,Washington,DC,20009,(202) 588-7388,501.0,3.5,20.0,38.917396,-77.041317,District of Columbia,US,[0.0]
939,Duality Espresso & Whiskey Bar,1301 U St NW,Washington,DC,20009,(202) 506-7716,13.0,4.5,20.0,38.91721,-77.03066,District of Columbia,US,[0.0]
940,Around the Clock Chicken and Fish,9140 Edgeworth Dr,Capitol Heights,MD,20743,(240) 532-7776,33.0,4.0,10.0,38.881647,-76.847755,Prince George's County,US,[0.0]
941,Culture Coffee,709 Kennedy St NW,Washington,DC,20011,(202) 507-8349,29.0,4.5,10.0,38.95653,-77.022756,District of Columbia,US,[0.0]
942,Mad Fox Taproom,2218 Wisconsin Ave NW,Washington,DC,20007,(202) 791-0389,40.0,3.5,20.0,38.919578,-77.071302,District of Columbia,US,[0.0]
943,St Elmo’s Coffee Pub,2300 Mount Vernon Ave,Alexandria,VA,22301,(703) 739-9268,208.0,3.5,10.0,38.826242,-77.05881099999998,Alexandria city,US,[0.0]
944,Mocha Cafe & Pastry,2720 Washington Blvd,Arlington,VA,22201,(703) 527-2121,131.0,4.0,10.0,38.88015,-77.090484,Arlington County,US,[0.0]
945,Cowboy Cafe,4792 Lee Hwy,Arlington,VA,22207,(703) 243-8010,107.0,3.5,20.0,38.907416,-77.122344,Arlington County,US,[0.0]
946,Great Harvest Bread Co,6030 Burke Commons Rd,Burke,VA,22015,(703) 249-0044,60.0,4.0,20.0,38.78797,-77.29943,Fairfax County,US,[0.0]
947,The Big Stick,20 M St SE,Washington,DC,20003,(202) 750-7724,89.0,3.5,20.0,38.876788,-77.007902,District of Columbia,US,[0.0]
948,Marble & Rye,2501 Columbia Pike,Arlington,VA,22204,(703) 920-0706,57.0,3.5,20.0,38.863155,-77.0841,Arlington County,US,[0.0]
949,FDB Eatery,6641 Arlington Blvd,Falls Church,VA,22042,(703) 534-4200,91.0,4.0,20.0,38.869013,-77.173158,Fairfax County,US,[0.0]
950,Black’s Bar & Kitchen,7750 Woodmont Ave,Bethesda,MD,20814,(301) 652-5525,432.0,4.0,30.0,38.987795,-77.096312,Montgomery County,US,[0.0]
951,Clyde’s of Reston,11905 Market St,Reston,VA,20190,(703) 787-6601,355.0,3.5,20.0,38.958495,-77.357331,Fairfax County,US,[0.0]
952,Caboose Cafe,2419 Mt Vernon Ave,Alexandria,VA,22301,(703) 566-1283,142.0,4.0,10.0,38.64974,-77.136679,Fairfax County,US,[0.0]
953,Bareburger,1647 Connecticut Ave NW,Washington,DC,20009,(202) 888-4582,125.0,4.0,20.0,38.91194,-77.04460300000002,District of Columbia,US,[0.0]
954,DC Born & Raised,3607 Georgia Ave. NW,Washington,DC,20010,(202) 882-3287,5.0,4.0,20.0,38.93478,-77.023798,District of Columbia,US,[0.0]
955,Pin Deck Cafe,2788 Macarthur Rd,Fort Meade,MD,20755,,,,,39.1176,-76.738839,Anne Arundel County,US,[0.0]
956,Taylor Gourmet,1908 14th St NW,Washington,DC,20009,(202) 588-7117,182.0,3.0,10.0,38.915827,-77.032197,District of Columbia,US,[0.0]
957,The Majestic,911 King St,Alexandria,VA,22314,(703) 837-9117,71.0,4.5,20.0,38.805499,-77.049586,Alexandria city,US,[0.0]
958,Cinnabar,2799 Jefferson Davis Hwy,Arlington,VA,22202,(703) 418-1234,27.0,2.5,20.0,38.848953,-77.051948,Arlington County,US,[0.0]
959,Ashlar Restaurant and Bar,116 S Alfred St,Alexandria,VA,22314,(703) 894-6345,16.0,4.5,30.0,38.804629,-77.049018,Alexandria city,US,[0.0]
960,Lindy’s Red Lion,2040 I St NW,Washington,DC,20006,(202) 466-6000,189.0,3.5,10.0,38.900517,-77.046418,District of Columbia,US,[1.5909090909090908]
961,M’s Deli & Market,900 N Stuart St,Arlington,VA,22203,(703) 465-2920,,,,38.880725,-77.112172,Arlington County,US,[0.0]
962,Shilla Bakery,7039 Little River Tpke,Annandale,VA,22003,(703) 333-2001,550.0,3.5,10.0,38.828829,-77.189398,Fairfax County,US,[0.0]
963,Summers Restaurant,1520 N Courthouse Rd,Arlington,VA,22201,(703) 528-8278,119.0,2.5,20.0,38.891293,-77.084067,Arlington County,US,[0.0]
964,Roma Bakery Cafe,121 Congressional Ln,Rockville,MD,20852,(301) 230-6508,,,,39.063482,-77.127961,Montgomery County,US,[0.0]
965,La Madeleine,5876 Kingstowne Ctr,Alexandria,VA,22315,(571) 385-2455,75.0,3.0,20.0,38.772342,-77.136735,Fairfax County,US,[0.0]
966,Clyde’s,1700 N Beauregard St,Alexandria,VA,22311,(703) 820-8300,299.0,3.5,20.0,38.83344500000001,-77.122999,Alexandria city,US,[0.0]
967,IHOP,889 MD Rt 3 N,Gambrills,MD,21054,(443) 292-4275,55.0,2.5,20.0,39.06705,-76.66524,Anne Arundel County,US,[0.0]
968,Emissary,2032 P St NW,Washington,DC,20036,,21.0,4.5,10.0,38.909499,-77.046379,District of Columbia,US,[0.0]
969,Roma Bakery Cafe,121 Congressional Ln,Rockville,MD,20852,(301) 230-6508,,,,39.063482,-77.127961,Montgomery County,US,[0.0]
970,La Madeleine,5876 Kingstowne Ctr,Alexandria,VA,22315,(571) 385-2455,75.0,3.0,20.0,38.772342,-77.136735,Fairfax County,US,[0.0]
971,Clyde’s,1700 N Beauregard St,Alexandria,VA,22311,(703) 820-8300,299.0,3.5,20.0,38.83344500000001,-77.122999,Alexandria city,US,[0.0]
972,IHOP,889 MD Rt 3 N,Gambrills,MD,21054,(443) 292-4275,55.0,2.5,20.0,39.06705,-76.66524,Anne Arundel County,US,[0.0]
973,Emissary,2032 P St NW,Washington,DC,20036,,21.0,4.5,10.0,38.909499,-77.046379,District of Columbia,US,[0.0]
974,The Limerick Pub,11301 Elkin St,Wheaton,MD,20902,(301) 946-3232,130.0,4.0,20.0,39.040466,-77.050139,Montgomery County,US,[0.0]
975,Quench,9712 Traville Gateway Dr,Rockville,MD,20850,(301) 424-8650,314.0,3.5,20.0,39.081585,-77.23578,Montgomery County,US,[0.0]
976,Ragtime,1345 N Court House Rd,Arlington,VA,22201,(703) 243-4003,193.0,3.5,20.0,38.888866,-77.08342900000002,Arlington County,US,[0.0]
977,Paul,4760 Bethesda Ave,Bethesda,MD,20814,(301) 656-3285,84.0,2.5,20.0,38.980847,-77.09436099999998,Montgomery County,US,[0.0]
978,Shilla Bakery,1961 Chain Bridge Road,McLean,VA,22102,(703) 388-2880,79.0,4.0,10.0,38.917921,-77.222339,Fairfax County,US,[0.0]
979,Bazin’s on Church,111 Church St NW,Vienna,VA,22180,(703) 255-7212,273.0,3.5,30.0,38.902165,-77.266908,Fairfax County,US,[0.0]
980,Panera Bread,350 Dulany St,Alexandria,VA,22314,(703) 236-2789,24.0,3.5,10.0,38.804183,-77.063311,Alexandria city,US,[0.0]
981,Moe’s Peyton Place,6516 Backlick Rd,Springfield,VA,22150,(703) 451-6620,33.0,3.5,10.0,38.77827,-77.184657,Fairfax County,US,[0.0]
982,Vienna Inn,120 Maple Ave E,Vienna,VA,22180,(703) 938-9548,285.0,3.5,10.0,38.902196,-77.26477,Fairfax County,US,[0.0]
983,Panera Bread,3100 14th St  NW,Washington,DC,20010,(202) 588-8591,64.0,3.0,10.0,38.9293,-77.032984,District of Columbia,US,[0.0]
984,Blackfinn Ameripub,2750 Gallows Rd,Merrifield,VA,22180,(703) 207-0100,336.0,3.5,20.0,38.878774,-77.228705,Fairfax County,US,[0.0]
985,Apollo Restaurant,12 N Washington St,Rockville,MD,20850,(301) 294-3540,34.0,4.0,10.0,39.084372,-77.15320799999998,Montgomery County,US,[0.0]
986,Open Road Grill,8100 Lee Hwy,Falls Church,VA,22042,(571) 395-4400,252.0,4.0,20.0,38.864543,-77.192399,Falls Church city,US,[0.0]
987,JukeBox Diner,7039 Columbia Pike,Annandale,VA,22003,(703) 916-8300,110.0,3.5,10.0,38.832987,-77.188979,Fairfax County,US,[0.0]
988,Toscana,601 2nd St NE,Washington,DC,20002,(202) 525-2693,213.0,3.5,20.0,38.897492,-77.003302,District of Columbia,US,[0.0]
989,T.J. Stone’s,608 Montgomery St,Alexandria,VA,22314,(703) 548-1004,323.0,3.5,20.0,38.813951,-77.04435600000002,Alexandria city,US,[0.0]
990,Bearnaise,315 Pennsylvania Ave SE,Washington D.C,DC,20003,(202) 450-4800,236.0,3.5,30.0,38.886975,-77.001949,District of Columbia,US,[0.0]
991,Mylo’s Grill,6238 Old Dominion Dr,McLean,VA,22101,(703) 533-5880,74.0,4.0,20.0,38.920543,-77.150086,Fairfax County,US,[0.0]
992,Trademark Drink And Eat,2080 Jamieson Ave,Alexandria,VA,22314,(703) 253-8640,120.0,3.5,20.0,38.803187,-77.065512,Alexandria city,US,[0.0]
993,Clyde’s of Chevy Chase,5441 Wisconsin Ave,Chevy Chase,MD,20815,(301) 951-9600,285.0,3.0,20.0,38.962729,-77.086407,Montgomery County,US,[0.0]
994,Heckman’s Delicatessen,4914 Cordell Ave,Bethesda,MD,20814,(240) 800-4879,203.0,3.5,20.0,38.988883,-77.09826,Montgomery County,US,[0.0]
995,Sonoma Cellar,207 King St,Alexandria,VA,22314,(703) 966-3550,90.0,4.0,20.0,38.804504,-77.04174499999998,Alexandria city,US,[0.0]
996,Penn Grill,825 20th St NW,Washington,DC,20006,(202) 296-0620,120.0,4.5,10.0,38.900992,-77.044684,District of Columbia,US,[1.5909090909090908]
997,Killer ESP,1012 King St,Alexandria,VA,22314,(703) 200-3200,527.0,4.5,10.0,38.80546,-77.05086899999998,Alexandria city,US,[0.0]
998,Indigo Landing,1 Marina Dr,Alexandria,VA,22314,(703) 548-0001,199.0,3.0,20.0,38.83325,-77.04216,Alexandria city,US,[0.0]
